customer_id,year_month,age,segment,income,spend,balance_avg,loan,digital_logins_30d,incoming_tx_cnt_30d,outgoing_tx_cnt_30d,salary_variance,balance_trend_90d,spend_travel,spend_food_grocery,spend_entertainment,spend_education,spend_utilities,spend_health,spend_shopping,travel_tx_cnt_90d,recency_last_travel_days,bill_autopay_active,failed_payments_90d,payday_cadence_days,days_since_last_payday,season_flag,upcoming_bill_due_days,balance_ratio,surplus,spend_ratio,dti,cashflow_volatility,liquidity_buffer,digital_index,inflow_baseline_90d,max_inflow_z_30d,max_inflow_pct_30d,large_inflow_flag_7d,days_since_large_inflow
89,2025-08,21,student,3856188.0,1858433.0,1213617.0,6301042.0,13,6,19,196995.0,-0.089,125530.0,455539.0,122162.0,0.0,116831.0,58775.0,190385.0,0,5,1,0,30,20,none,13,0.315,1997755.0,0.482,1.634,0.101,1.691,0.65,2899759.0,1.574,0.828,1,2
90,2025-08,23,worker,9166719.0,6634590.0,2316575.0,22641520.0,20,3,31,880027.0,1.0,567542.0,781717.0,401960.0,121377.0,528044.0,495020.0,566051.0,1,1,1,0,30,24,none,14,0.253,2532129.0,0.724,2.47,0.373,1.04,0.625,9296142.0,-1.269,0.219,0,13
91,2025-08,20,student,2417930.0,1661141.0,213592.0,5876983.0,22,4,20,4561.0,-0.643,41528.0,303398.0,230398.0,80639.0,95615.0,103986.0,76042.0,0,163,1,0,30,16,none,9,0.088,756789.0,0.687,2.431,0.504,0.856,1.048,2675473.0,3.66,0.975,1,2
92,2025-08,33,worker,9063334.0,6989881.0,0.0,19882985.0,15,1,29,866135.0,0.481,501857.0,1121115.0,992686.0,175052.0,407557.0,131525.0,1115671.0,1,1,1,0,30,12,none,6,0.0,2073452.0,0.771,2.194,0.262,0.648,0.5,9737852.0,3.38,0.967,1,1
93,2025-08,26,worker,5623822.0,4038237.0,1502441.0,0.0,14,5,27,501461.0,-0.338,432883.0,1018174.0,165318.0,45408.0,272923.0,339387.0,665034.0,1,1,0,0,14,19,none,7,0.267,1585585.0,0.718,0.0,0.464,1.068,0.5,5072448.0,-0.868,0.296,0,85
94,2025-08,33,worker,7134785.0,3581378.0,2569731.0,0.0,13,4,20,880905.0,0.109,884871.0,863469.0,251624.0,80847.0,143333.0,0.0,193240.0,2,1,1,0,30,27,pre_holiday,6,0.36,3553408.0,0.502,0.0,0.115,1.714,0.619,7200220.0,4.01,0.982,1,2
95,2025-08,23,worker,10631960.0,5641760.0,1259851.0,0.0,13,5,16,1111063.0,1.0,328635.0,1533924.0,328565.0,199328.0,61199.0,224308.0,356464.0,0,1,1,0,30,29,none,16,0.118,4990200.0,0.531,0.0,0.226,1.166,0.765,10757504.0,1.607,0.833,1,1
96,2025-08,40,worker,15582431.0,11288124.0,4690652.0,0.0,22,3,25,1947787.0,-0.383,721464.0,2172472.0,980010.0,167823.0,820026.0,411263.0,1513731.0,1,1,1,0,14,5,none,14,0.301,4294307.0,0.724,0.0,0.17,1.106,0.846,14372322.0,-1.106,0.249,0,13
97,2025-08,39,worker,26251240.0,22951909.0,6851845.0,0.0,12,4,22,1430139.0,-0.276,4982785.0,3576233.0,3179245.0,465013.0,388901.0,324817.0,1392459.0,4,1,1,0,14,14,holiday_week,8,0.261,3299331.0,0.874,0.0,0.488,0.87,0.522,24383623.0,-2.857,0.054,0,45
98,2025-08,20,student,3066467.0,1189396.0,0.0,8132029.0,10,6,11,51721.0,0.042,35748.0,295637.0,51301.0,126073.0,49765.0,61603.0,162841.0,0,158,0,1,30,26,none,0,0.0,1877071.0,0.388,2.652,0.39,1.289,0.833,2804987.0,1.18,0.765,0,78
99,2025-08,21,student,7616938.0,5879202.0,1168712.0,22888591.0,17,5,20,1260598.0,-0.331,0.0,867384.0,810252.0,1073826.0,131560.0,501764.0,1310296.0,0,365,1,0,30,18,none,16,0.153,1737736.0,0.772,3.005,0.252,0.847,0.81,5954812.0,0.054,0.513,0,84
100,2025-08,18,other,9796160.0,8801294.0,2909207.0,0.0,15,5,22,160018.0,0.448,879394.0,2844595.0,778174.0,122900.0,224042.0,732779.0,1065061.0,1,1,1,0,14,24,holiday_week,9,0.297,994866.0,0.898,0.0,0.463,0.887,0.652,7808442.0,0.739,0.677,0,44
101,2025-08,55,senior,6952596.0,4846280.0,2634639.0,0.0,8,6,29,78743.0,-0.191,910737.0,1084548.0,967526.0,213502.0,374741.0,318831.0,213683.0,2,1,1,0,30,29,pre_holiday,8,0.379,2106316.0,0.697,0.0,0.479,1.261,0.267,5525760.0,-0.392,0.403,0,102
102,2025-08,30,worker,11426069.0,9169767.0,1296980.0,0.0,26,5,20,1008424.0,0.344,832032.0,1890397.0,910328.0,0.0,560355.0,0.0,1385921.0,0,1,1,0,30,3,none,16,0.114,2256302.0,0.803,0.0,0.266,0.764,1.238,7542514.0,-1.961,0.123,0,101
103,2025-08,25,worker,10035815.0,6167406.0,3743531.0,0.0,18,7,26,1417552.0,-0.548,371271.0,1676597.0,484064.0,396916.0,371319.0,0.0,697881.0,0,1,0,1,30,18,none,10,0.373,3868409.0,0.615,0.0,0.259,1.421,0.667,9247291.0,-0.732,0.325,0,93
104,2025-08,42,other,9287299.0,6520567.0,4453363.0,37435757.0,17,3,24,645259.0,-0.763,0.0,1479971.0,730754.0,185107.0,220194.0,307808.0,749797.0,0,350,1,0,30,15,none,7,0.48,2766732.0,0.702,4.031,0.355,1.395,0.68,8302046.0,1.211,0.77,0,97
105,2025-08,51,family,14035261.0,6692896.0,6875497.0,0.0,15,4,12,1543390.0,-0.053,420149.0,636912.0,444917.0,269392.0,336455.0,271233.0,1048698.0,0,1,0,1,30,8,none,4,0.49,7342365.0,0.477,0.0,0.122,2.076,1.154,14235890.0,-0.608,0.353,0,117
106,2025-08,29,family,9925935.0,3656203.0,3303833.0,11064268.0,20,4,16,394954.0,-0.656,1003634.0,529714.0,0.0,157681.0,278157.0,91639.0,625464.0,2,1,0,2,30,19,pre_holiday,0,0.333,6269732.0,0.368,1.115,0.217,2.261,1.176,10810412.0,-0.618,0.35,0,96
107,2025-08,26,worker,5721441.0,4928534.0,1123059.0,22455730.0,22,1,23,200381.0,0.733,0.0,1584404.0,351440.0,35971.0,322151.0,518371.0,627732.0,0,358,0,0,30,3,post_holiday,2,0.196,792907.0,0.861,3.925,0.598,0.808,0.917,6285827.0,-2.605,0.069,0,73
108,2025-08,33,worker,12343445.0,7063546.0,2921916.0,55806545.0,20,4,19,415942.0,-0.638,355651.0,1697537.0,498112.0,15123.0,616178.0,319239.0,854369.0,0,1,1,0,30,14,none,5,0.237,5279899.0,0.572,4.521,0.173,1.287,1.0,13735413.0,0.156,0.539,0,52
109,2025-08,25,student,3525331.0,2297356.0,1451632.0,6949797.0,20,2,22,349080.0,-0.417,93811.0,214120.0,8540.0,411064.0,208586.0,137260.0,603215.0,0,74,0,0,14,12,none,11,0.412,1227976.0,0.652,1.971,0.361,1.399,0.87,2772454.0,-1.906,0.13,0,47
110,2025-08,54,senior,6084002.0,3115214.0,2343063.0,0.0,9,3,23,105628.0,0.236,69064.0,818292.0,248225.0,58639.0,188038.0,232384.0,638734.0,0,107,0,0,30,11,pre_holiday,8,0.385,2968788.0,0.512,0.0,0.29,1.729,0.375,4168796.0,1.575,0.828,1,2
111,2025-08,33,worker,9849950.0,5008745.0,4563410.0,9156266.0,19,9,27,38326.0,-0.214,416702.0,935275.0,0.0,212772.0,101980.0,217873.0,904428.0,0,1,0,0,30,18,none,3,0.463,4841206.0,0.509,0.93,0.207,1.894,0.679,10240122.0,-1.258,0.221,0,40
112,2025-08,25,student,5709943.0,3962268.0,1933582.0,8504573.0,22,7,20,489349.0,-0.633,656892.0,635779.0,261308.0,379927.0,189200.0,507311.0,529942.0,1,1,0,1,30,28,pre_holiday,0,0.339,1747674.0,0.694,1.489,0.284,1.209,1.048,6322734.0,-0.507,0.376,0,78
113,2025-08,22,worker,10460610.0,6386866.0,5147912.0,44537467.0,21,7,26,1183003.0,0.968,610085.0,880923.0,610030.0,256741.0,410193.0,65918.0,370122.0,0,1,1,0,30,28,none,10,0.492,4073744.0,0.611,4.258,0.467,1.625,0.778,11856044.0,3.71,0.976,1,1
114,2025-08,24,worker,7805825.0,6062750.0,2358722.0,19048556.0,18,4,20,406306.0,-0.401,9373.0,1919835.0,534632.0,0.0,286492.0,130133.0,1213515.0,0,249,0,0,30,21,none,11,0.302,1743075.0,0.777,2.44,0.345,1.033,0.857,7593112.0,-0.526,0.372,0,49
115,2025-08,19,student,6933199.0,5462534.0,2765990.0,11574534.0,20,5,14,613648.0,-0.038,0.0,379874.0,342937.0,420809.0,220146.0,55932.0,735364.0,0,333,0,0,30,9,none,7,0.399,1470665.0,0.788,1.669,0.37,1.141,1.333,4163347.0,-0.755,0.32,0,57
116,2025-08,34,family,28140347.0,21615373.0,11862558.0,92169553.0,27,6,32,2445098.0,-0.044,1819133.0,3534956.0,1708842.0,1171087.0,1478718.0,2026555.0,1870207.0,1,1,1,0,30,28,post_holiday,20,0.422,6524974.0,0.768,3.275,0.492,1.2,0.818,26869568.0,1.004,0.732,0,16
117,2025-08,43,family,19251409.0,14550025.0,3334717.0,0.0,19,4,18,947721.0,0.37,479259.0,3540660.0,642094.0,301560.0,1854026.0,995263.0,1582906.0,0,1,1,0,14,29,none,8,0.173,4701384.0,0.756,0.0,0.223,0.891,1.0,18930221.0,-2.857,0.054,0,87
118,2025-08,39,family,22766079.0,21779516.0,359331.0,55435722.0,19,4,20,119857.0,0.258,5436522.0,7946553.0,1826739.0,93029.0,1186155.0,512434.0,1319574.0,3,1,0,0,30,25,holiday_week,0,0.016,986563.0,0.957,2.435,0.13,0.539,0.905,24765197.0,2.144,0.895,1,1
119,2025-08,22,worker,15167810.0,8491864.0,9522787.0,58960179.0,16,3,34,1338477.0,-0.322,1632991.0,2373376.0,732318.0,72851.0,565529.0,109297.0,1660063.0,1,1,1,0,14,26,none,12,0.628,6675946.0,0.56,3.887,0.455,2.014,0.457,16903680.0,1.704,0.846,1,2
120,2025-08,35,worker,14585446.0,10381334.0,5132903.0,0.0,12,3,23,1322240.0,-0.097,2069823.0,1690406.0,397821.0,0.0,351572.0,911789.0,1770389.0,2,1,0,0,30,24,none,0,0.352,4204112.0,0.712,0.0,0.275,1.197,0.5,15117013.0,0.899,0.711,0,35
121,2025-08,28,worker,12175481.0,10835003.0,357870.0,23298534.0,21,2,23,1274788.0,-0.052,43260.0,3909046.0,1047943.0,0.0,1059140.0,582088.0,1485575.0,0,129,1,0,14,22,none,10,0.029,1340478.0,0.89,1.914,0.419,0.595,0.875,9885372.0,-2.857,0.054,0,67
122,2025-08,39,worker,12108539.0,11014908.0,1851569.0,0.0,32,6,21,915446.0,0.387,1152430.0,1326265.0,1061903.0,566508.0,975208.0,976809.0,1345445.0,1,1,0,0,30,21,none,9,0.153,1093631.0,0.91,0.0,0.17,0.718,1.455,9028519.0,-0.445,0.391,0,40
123,2025-08,19,student,5044692.0,2556325.0,2466539.0,21002527.0,26,6,11,7945.0,-0.476,318851.0,653000.0,191783.0,286317.0,221915.0,101388.0,203540.0,0,1,1,0,30,19,none,10,0.489,2488368.0,0.507,4.163,0.273,1.952,2.167,4944274.0,-2.182,0.101,0,106
124,2025-08,28,worker,6688712.0,4502484.0,1857717.0,0.0,13,4,17,632197.0,0.958,527797.0,1233600.0,920243.0,60272.0,453227.0,264376.0,0.0,2,1,0,0,30,19,none,6,0.278,2186228.0,0.673,0.0,0.104,1.155,0.722,5224805.0,1.927,0.873,1,0
125,2025-08,22,student,5472934.0,5055449.0,954288.0,0.0,18,3,23,327998.0,-0.292,217587.0,808402.0,385722.0,148466.0,283020.0,261237.0,155732.0,0,1,0,0,30,11,none,18,0.174,417485.0,0.924,0.0,0.298,0.73,0.75,6136640.0,1.804,0.859,1,2
126,2025-08,36,worker,6110170.0,4864990.0,2957371.0,25203548.0,25,6,31,219130.0,0.046,739208.0,1417979.0,337492.0,0.0,287551.0,101498.0,367260.0,1,1,0,0,30,26,none,8,0.484,1245180.0,0.796,4.125,0.176,1.236,0.781,3936881.0,0.665,0.66,0,119
127,2025-08,34,worker,7436346.0,5571976.0,1021604.0,0.0,15,5,23,336630.0,-0.472,481241.0,1061512.0,346653.0,305073.0,609650.0,205393.0,364791.0,0,1,1,0,30,19,holiday_week,0,0.137,1864370.0,0.749,0.0,0.14,0.851,0.625,7325046.0,-2.062,0.113,0,17
128,2025-08,18,student,7178524.0,4934139.0,1351786.0,37266955.0,12,7,17,182960.0,-0.534,453597.0,1437126.0,171641.0,418434.0,406992.0,10805.0,711950.0,0,1,1,0,30,18,holiday_week,16,0.188,2244385.0,0.687,5.191,0.212,1.001,0.667,6804740.0,2.562,0.928,1,1
129,2025-08,22,student,5827502.0,3860312.0,2120183.0,0.0,13,1,25,608637.0,-0.343,0.0,308955.0,454082.0,162752.0,43182.0,224427.0,691380.0,0,348,1,0,30,22,none,19,0.364,1967191.0,0.662,0.0,0.056,1.304,0.5,5064012.0,-0.45,0.39,0,46
130,2025-08,25,worker,16528379.0,12615002.0,5812668.0,0.0,21,4,31,180254.0,-0.387,1383248.0,3295644.0,618400.0,116508.0,984439.0,845730.0,1468858.0,1,1,1,0,30,2,none,9,0.352,3913377.0,0.763,0.0,0.101,1.116,0.656,12581940.0,3.095,0.957,1,0
131,2025-08,21,student,3533313.0,2410228.0,1424817.0,7816454.0,16,7,19,36484.0,-0.136,118838.0,479614.0,132408.0,378344.0,125631.0,179977.0,527666.0,0,25,0,1,30,27,post_holiday,6,0.403,1123085.0,0.682,2.212,0.358,1.324,0.8,2087247.0,0.455,0.612,0,63
132,2025-08,53,senior,5149063.0,3674439.0,2346032.0,27886789.0,13,2,24,224300.0,-0.391,358816.0,1209412.0,207316.0,0.0,327470.0,234741.0,267524.0,0,1,1,0,30,17,none,14,0.456,1474624.0,0.714,5.416,0.305,1.339,0.52,4223703.0,0.869,0.704,0,86
133,2025-08,34,worker,9028050.0,6606635.0,3023557.0,0.0,16,5,23,1270134.0,0.363,682133.0,1517334.0,225195.0,0.0,507861.0,247042.0,766133.0,1,1,1,0,30,28,holiday_week,2,0.335,2421415.0,0.732,0.0,0.111,1.141,0.667,7429341.0,-0.789,0.312,0,80
134,2025-08,27,worker,10177714.0,6292771.0,4377198.0,18124271.0,14,6,31,1147171.0,-0.302,495424.0,2123406.0,0.0,132272.0,145697.0,587739.0,765206.0,0,1,0,0,30,3,none,5,0.43,3884943.0,0.618,1.781,0.314,1.504,0.438,10857183.0,2.412,0.918,1,2
135,2025-08,24,worker,10095962.0,8074946.0,2450579.0,0.0,18,3,16,222536.0,-0.352,747162.0,2225733.0,486001.0,317468.0,592599.0,576634.0,1597325.0,0,1,1,0,14,7,holiday_week,6,0.243,2021016.0,0.8,0.0,0.144,0.929,1.059,7900813.0,1.043,0.739,0,112
136,2025-08,22,student,6650192.0,7695181.0,1064032.0,26184580.0,13,4,17,848347.0,-0.127,916547.0,1713775.0,977289.0,480009.0,553533.0,676803.0,1016219.0,3,1,1,0,30,28,none,20,0.16,0.0,1.157,3.937,0.448,0.57,0.722,6436824.0,2.474,0.922,1,0
137,2025-08,37,other,7690465.0,3487257.0,2840521.0,0.0,18,5,18,980311.0,0.497,186244.0,1042594.0,324951.0,163486.0,264171.0,314003.0,466960.0,0,1,0,0,30,20,none,3,0.369,4203208.0,0.453,0.0,0.205,1.917,0.947,5430730.0,0.304,0.575,0,57
138,2025-08,28,worker,11108399.0,8537936.0,3590003.0,0.0,18,8,18,14436.0,0.147,0.0,2557154.0,1377699.0,0.0,692041.0,320002.0,125312.0,0,365,1,0,30,19,none,13,0.323,2570463.0,0.769,0.0,0.219,1.071,0.947,10797778.0,-0.081,0.48,0,87
139,2025-08,48,family,11455500.0,6941706.0,5568940.0,0.0,18,5,14,756898.0,0.005,726082.0,1892720.0,839121.0,183591.0,722394.0,378989.0,451254.0,1,1,0,2,30,12,none,4,0.486,4513794.0,0.606,0.0,0.229,1.627,1.2,6464853.0,1.02,0.735,0,77
140,2025-08,19,student,4889706.0,3944088.0,1745463.0,19118867.0,16,5,26,275725.0,-0.595,50220.0,166867.0,432002.0,522031.0,303750.0,266169.0,781180.0,0,104,0,0,30,16,none,0,0.357,945618.0,0.807,3.91,0.641,1.062,0.593,5937543.0,2.473,0.922,1,0
141,2025-08,32,worker,9831362.0,7147239.0,3072341.0,0.0,18,4,21,1141630.0,-0.464,0.0,1082473.0,1268390.0,163096.0,480574.0,24029.0,0.0,0,346,1,0,30,16,post_holiday,6,0.313,2684123.0,0.727,0.0,0.154,1.118,0.818,8640193.0,1.743,0.851,1,1
142,2025-08,33,worker,7553830.0,6301996.0,1182030.0,0.0,10,2,20,1054236.0,-0.525,0.0,2197352.0,494556.0,124184.0,600995.0,25844.0,1351985.0,0,358,1,0,30,5,none,14,0.156,1251834.0,0.834,0.0,0.308,0.787,0.476,3632070.0,0.237,0.559,0,30
143,2025-08,58,senior,6778397.0,6075653.0,1727524.0,13722398.0,6,5,14,111563.0,0.638,519806.0,781761.0,525466.0,51575.0,745696.0,0.0,961843.0,1,1,0,0,14,16,none,6,0.255,702744.0,0.896,2.024,0.403,0.842,0.4,5370779.0,-2.857,0.054,0,118
144,2025-08,34,worker,9207588.0,6895224.0,2703398.0,30220629.0,15,6,21,1359030.0,0.289,415314.0,2115949.0,570649.0,0.0,617422.0,262455.0,518281.0,0,1,1,0,30,15,none,11,0.294,2312364.0,0.749,3.282,0.128,1.06,0.682,7077419.0,1.389,0.8,0,34
145,2025-08,28,worker,8934634.0,7950107.0,2441501.0,0.0,21,2,17,459210.0,-0.338,0.0,2323056.0,1276172.0,429669.0,570991.0,242924.0,552771.0,0,365,0,0,14,9,none,2,0.273,984527.0,0.89,0.0,0.042,0.869,1.167,7162246.0,-2.466,0.078,0,80
146,2025-08,29,worker,18255363.0,6724460.0,13639942.0,90166502.0,27,6,26,759377.0,-0.204,276305.0,1162350.0,561217.0,223587.0,521011.0,0.0,1690509.0,0,1,1,0,30,10,none,5,0.747,11530903.0,0.368,4.939,0.139,3.386,1.0,15431327.0,0.06,0.515,0,109
147,2025-08,40,worker,9488052.0,9094942.0,1556303.0,37339616.0,17,9,25,371357.0,-0.321,1315269.0,609943.0,463110.0,0.0,664547.0,424236.0,1992645.0,3,1,1,0,30,23,none,0,0.164,393110.0,0.959,3.935,0.413,0.693,0.654,7596205.0,-0.198,0.451,0,75
148,2025-08,25,worker,9017127.0,6999629.0,3164321.0,0.0,12,5,18,1060566.0,-0.349,280339.0,1301399.0,788978.0,257784.0,469882.0,269341.0,819218.0,0,1,0,0,30,20,pre_holiday,10,0.351,2017498.0,0.776,0.0,0.218,1.096,0.632,7011161.0,-2.43,0.081,0,31
149,2025-08,22,worker,4713268.0,4155578.0,1836117.0,18375038.0,15,6,23,588759.0,0.257,275448.0,1689248.0,176697.0,57419.0,501977.0,336912.0,556734.0,1,1,1,0,14,14,holiday_week,6,0.39,557690.0,0.882,3.899,0.247,1.009,0.625,3422764.0,0.639,0.654,0,104
150,2025-08,25,student,2670047.0,1433865.0,981617.0,5873834.0,11,5,15,287594.0,-0.079,195292.0,231417.0,157735.0,65816.0,68740.0,155956.0,117464.0,1,1,0,0,14,18,none,13,0.368,1236182.0,0.537,2.2,0.343,1.616,0.688,2732175.0,3.693,0.976,1,2
151,2025-08,55,family,14767277.0,8792208.0,11382796.0,41586467.0,13,5,32,111161.0,0.987,1155839.0,1469576.0,914613.0,50904.0,840002.0,500116.0,1178029.0,1,1,1,0,30,7,pre_holiday,10,0.771,5975069.0,0.595,2.816,0.136,2.134,0.394,15951175.0,-0.536,0.369,0,88
152,2025-08,59,senior,5922352.0,4393738.0,1432892.0,0.0,5,5,23,610778.0,0.613,592203.0,659946.0,324536.0,168822.0,279091.0,81045.0,351820.0,0,1,0,0,30,14,none,13,0.242,1528614.0,0.742,0.0,0.249,1.0,0.208,5103965.0,1.313,0.788,0,37
153,2025-08,18,student,7435441.0,5334515.0,2679579.0,11164380.0,14,7,17,635374.0,0.639,0.0,1784744.0,595459.0,201578.0,158201.0,337270.0,638882.0,0,327,0,0,30,16,none,13,0.36,2100926.0,0.717,1.502,0.05,1.199,0.778,6672226.0,4.038,0.983,1,2
154,2025-08,30,worker,9269795.0,7067850.0,1601016.0,0.0,13,3,20,218412.0,0.352,1414545.0,1506091.0,63214.0,0.0,437915.0,296685.0,1736490.0,2,1,1,0,30,7,holiday_week,0,0.173,2201944.0,0.762,0.0,0.31,0.882,0.619,6776687.0,1.479,0.814,1,0
155,2025-08,20,student,7129844.0,6293351.0,1466429.0,22976749.0,20,6,21,309084.0,-0.14,679753.0,1140195.0,575725.0,153918.0,333530.0,211850.0,746553.0,1,1,1,0,30,5,holiday_week,12,0.206,836493.0,0.883,3.223,0.317,0.799,0.909,6492815.0,-1.105,0.249,0,71
156,2025-08,30,worker,10035071.0,4568134.0,3961927.0,38385983.0,17,5,32,1122919.0,0.319,1054166.0,1603976.0,274979.0,93775.0,370504.0,59142.0,251850.0,2,1,0,0,30,15,none,8,0.395,5466937.0,0.455,3.825,0.311,1.966,0.515,9377719.0,0.406,0.6,0,50
157,2025-08,25,worker,9949469.0,8616965.0,3668141.0,0.0,14,3,21,507374.0,-0.107,125046.0,2426749.0,1951282.0,183652.0,594133.0,225701.0,292189.0,0,33,1,0,14,28,none,14,0.369,1332504.0,0.866,0.0,0.109,1.003,0.636,8627087.0,0.824,0.695,0,66
158,2025-08,35,worker,9520151.0,6866335.0,3408580.0,31332464.0,10,1,23,40547.0,0.784,0.0,1076132.0,625692.0,290526.0,282316.0,245405.0,916481.0,0,346,1,0,30,13,none,11,0.358,2653815.0,0.721,3.291,0.232,1.19,0.417,9133740.0,2.458,0.921,1,1
159,2025-08,41,family,16213077.0,11177826.0,8513002.0,59468593.0,17,6,18,804029.0,0.232,750567.0,1468409.0,598167.0,92891.0,1156255.0,765344.0,830218.0,0,1,1,0,30,27,none,12,0.525,5035251.0,0.689,3.668,0.081,1.487,0.895,15342537.0,2.081,0.889,1,1
160,2025-08,27,family,29549526.0,14755045.0,9837222.0,87135059.0,16,6,23,2310834.0,0.168,712794.0,4866915.0,212742.0,196186.0,1385794.0,866134.0,2086957.0,0,1,1,0,14,25,none,7,0.333,14794481.0,0.499,2.949,0.195,1.668,0.667,21922175.0,-2.857,0.054,0,54
161,2025-08,22,student,1500000.0,1193186.0,350229.0,0.0,17,4,22,83786.0,0.107,131542.0,280079.0,177312.0,142855.0,126857.0,122324.0,20324.0,1,18,1,0,30,22,none,4,0.233,306814.0,0.795,0.0,0.482,0.922,0.739,1618436.0,-1.468,0.188,0,113
162,2025-08,74,senior,3990936.0,1428291.0,3339285.0,8495212.0,8,3,19,70238.0,0.833,229427.0,148892.0,94027.0,0.0,103681.0,91617.0,244262.0,1,1,0,0,30,26,holiday_week,16,0.837,2562644.0,0.358,2.129,0.169,3.735,0.4,3467537.0,-0.12,0.47,0,107
163,2025-08,21,student,3126964.0,2555540.0,1030350.0,0.0,13,7,15,482421.0,-0.595,180839.0,216557.0,111845.0,349404.0,168086.0,142624.0,138823.0,0,1,0,2,30,12,pre_holiday,0,0.33,571424.0,0.817,0.0,0.074,1.015,0.812,3600185.0,-1.74,0.149,0,77
164,2025-08,20,student,4018975.0,1994152.0,886157.0,15280551.0,15,5,19,442935.0,0.877,100943.0,279840.0,199711.0,187053.0,168019.0,62734.0,255424.0,0,65,1,0,14,22,none,6,0.22,2024824.0,0.496,3.802,0.143,1.452,0.75,3870527.0,-2.857,0.054,0,74
165,2025-08,31,worker,12503717.0,9102940.0,2453531.0,27462943.0,26,2,18,540550.0,-0.034,739265.0,1183773.0,1054296.0,422256.0,475445.0,64490.0,932564.0,1,1,1,0,30,4,holiday_week,1,0.196,3400777.0,0.728,2.196,0.037,0.956,1.368,14949944.0,-1.244,0.224,0,11
166,2025-08,35,worker,11589157.0,8137033.0,1876316.0,35488301.0,19,4,27,524355.0,-0.583,437774.0,511225.0,936011.0,314631.0,568926.0,184468.0,1949302.0,0,1,1,0,14,9,pre_holiday,1,0.162,3452124.0,0.702,3.062,0.079,0.943,0.679,12473299.0,-0.006,0.498,0,66
167,2025-08,25,family,14154086.0,12674004.0,5171582.0,0.0,15,2,22,1103656.0,-0.288,557671.0,1796005.0,1068683.0,448200.0,789270.0,232425.0,1729147.0,0,1,1,0,30,16,none,9,0.365,1480083.0,0.895,0.0,0.386,0.966,0.652,13221027.0,-0.9,0.289,0,31
168,2025-08,39,family,23130561.0,16034145.0,5965473.0,0.0,11,6,23,81395.0,-0.693,2177581.0,2513245.0,1463803.0,0.0,483282.0,0.0,4083867.0,1,1,0,1,30,1,none,4,0.258,7096416.0,0.693,0.0,0.058,1.093,0.458,18308625.0,-1.709,0.153,0,25
169,2025-08,29,worker,14084260.0,8674203.0,5168972.0,23240222.0,14,3,28,1072289.0,0.344,2288262.0,1689531.0,823487.0,194433.0,605920.0,69789.0,1408542.0,1,1,1,0,30,22,holiday_week,8,0.367,5410057.0,0.616,1.65,0.283,1.408,0.483,11193675.0,0.071,0.518,0,103
170,2025-08,53,other,9565019.0,6159964.0,3095892.0,43223650.0,20,6,18,62523.0,-0.417,855810.0,2306347.0,616940.0,0.0,342756.0,585650.0,1355359.0,0,1,0,1,30,27,post_holiday,8,0.324,3405055.0,0.644,4.519,0.25,1.279,1.053,9373289.0,0.588,0.643,0,37
171,2025-08,30,worker,13755237.0,12530091.0,4565394.0,0.0,18,1,20,776803.0,0.126,694810.0,2645057.0,1310367.0,301705.0,759359.0,676040.0,1391844.0,0,1,1,0,14,3,none,4,0.332,1225146.0,0.911,0.0,0.205,0.913,0.857,12675023.0,-0.803,0.309,0,76
172,2025-08,42,worker,10803988.0,8647993.0,1706825.0,39379677.0,18,4,18,16978.0,0.56,0.0,1897100.0,1193907.0,0.0,655183.0,251794.0,1280193.0,0,341,1,0,30,29,none,7,0.158,2155995.0,0.8,3.645,0.303,0.822,0.947,8769014.0,2.352,0.913,1,2
173,2025-08,25,worker,8068523.0,5342617.0,1183459.0,0.0,20,4,20,33047.0,-0.252,419925.0,1473340.0,460288.0,0.0,526141.0,293573.0,1101877.0,0,1,0,2,30,2,holiday_week,7,0.147,2725906.0,0.662,0.0,0.125,0.977,0.952,8269905.0,0.099,0.525,0,74
174,2025-08,65,senior,8969541.0,6139947.0,3205481.0,0.0,8,3,17,1276241.0,-0.071,99066.0,1311228.0,260906.0,336014.0,279045.0,0.0,1137920.0,0,85,1,0,30,3,post_holiday,8,0.357,2829594.0,0.685,0.0,0.366,1.252,0.444,8124751.0,-1.494,0.183,0,95
175,2025-08,21,student,4196561.0,2035011.0,1922749.0,27857253.0,25,8,19,264221.0,-0.537,118068.0,542695.0,154902.0,73954.0,118545.0,103928.0,326415.0,0,2,1,0,30,22,none,1,0.458,2161550.0,0.485,6.638,0.14,1.976,1.25,4305048.0,-1.928,0.127,0,94
176,2025-08,18,student,3995195.0,3109345.0,1345543.0,10894756.0,15,4,20,281143.0,-0.125,68179.0,798225.0,376300.0,280766.0,147817.0,261962.0,320691.0,0,97,0,0,30,20,none,9,0.337,885850.0,0.778,2.727,0.212,1.075,0.714,3011096.0,-0.365,0.41,0,57
177,2025-08,33,worker,16445028.0,7499387.0,3359692.0,0.0,15,3,22,667158.0,1.0,773065.0,1826469.0,0.0,17109.0,344313.0,282198.0,858042.0,0,1,0,0,30,28,holiday_week,10,0.204,8945641.0,0.456,0.0,0.16,1.544,0.652,17265976.0,1.909,0.871,1,1
178,2025-08,47,other,3333893.0,2776364.0,1207177.0,0.0,20,3,18,100517.0,0.4,0.0,1287878.0,0.0,0.0,143822.0,0.0,557616.0,0,365,1,0,30,12,none,10,0.362,557529.0,0.833,0.0,0.376,1.035,1.053,3251043.0,-1.412,0.196,0,109
